10000 10
7400 50 152
23406 3756 2083
28799 4240 169
35852 4056 1811
37977 8087 229
38807 2556 1483
44000 8810 53
52573 268 1825
54119 445 443
63919 5312 752
1370 23406 209 1371
1371 23406 210 1372
1372 23406 211 206
1373 52573 1730 54
1374 52573 107 3176
1375 23406 966 1376
1376 23406 967 1377
1377 23406 968 406
1378 52573 1784 1366
1379 23406 631 1380
1380 23406 632 1381
1381 23406 633 3418
1382 52573 343 2028
1383 52573 1725 876
1384 23406 1627 7495
1385 38807 998 4538
1386 52573 1522 7496
1387 52573 1552 7610
1388 38807 969 4289
1389 0 0 0
1390 35852 1492 1391
1391 35852 1493 1392
1392 35852 1494 1393
1393 35852 1495 4164
1394 52573 894 4006
1395 23406 1637 4505
1396 35852 252 1397
1397 35852 253 1398
1398 35852 254 1399
1399 35852 255 1400
1400 35852 256 1401
1401 35852 257 1402
1402 35852 258 3464
1403 52573 1535 3297
1404 52573 916 2937
1405 52573 729 3922
1406 38807 555 2738
1407 28799 92 1408
1408 28799 93 1409
1409 28799 94 1410
1410 28799 95 4454
1411 52573 526 8534
1412 52573 1545 7131
1413 23406 1528 1414
1414 23406 1529 4086
1415 52573 1638 1336
1416 23406 1410 1417
1417 23406 1411 2380
1418 38807 1075 6415
1419 0 0 0
1420 52573 1566 849
1421 0 0 0
1422 38807 167 2916
1423 0 0 0
1424 52573 1205 9880
1425 0 0 0
1426 38807 138 1604
1427 0 0 0
1428 52573 1093 1863
1429 52573 1762 4549
1430 52573 1095 916
1431 0 0 0
1432 52573 234 8622
1433 0 0 0
1434 52573 1704 5197
1435 38807 1182 8902
1436 23406 1263 1806
1437 23406 20 1438
1438 23406 21 1439
1439 23406 22 4570
1440 52573 796 3716
1441 52573 977 2178
1442 52573 677 1705
1443 23406 928 1444
1444 23406 929 3724
1445 38807 743 9546
1446 52573 951 3049
1447 0 0 0
1448 52573 153 7756
1449 0 0 0
1450 23406 809 1451
1451 23406 810 1452
1452 23406 811 4303
1453 38807 89 9248
1454 23406 1421 1455
1455 23406 1422 9141
1456 38807 1021 3652
1457 52573 1064 9144
1458 52573 657 3154
1459 38807 1080 2989
1460 38807 1330 8499
1461 52573 1033 4052
1462 38807 959 9112
1463 0 0 0
1464 44000 52 1038
1465 0 0 0
1466 38807 215 1686
1467 0 0 0
1468 52573 1811 8414
1469 0 0 0
1470 23406 724 1471
1471 23406 725 2764
1472 52573 712 8918
1473 38807 705 9779
1474 23406 1304 1475
1475 23406 1305 4018
1476 52573 1574 1106
1477 0 0 0
1478 38807 642 4106
1479 0 0 0
1480 38807 449 4502
1481 23406 1561 1625
1482 52573 543 3162
1483 0 0 0
1484 52573 210 1654
1485 0 0 0
1486 0 0 0
1487 52573 1699 3266
1488 52573 818 3903
1489 0 0 0
1490 52573 368 7141
1491 7400 26 2074
1492 52573 1037 6536
1493 0 0 0
1494 7400 46 4180
1495 0 0 0
1496 38807 1420 2817
1497 0 0 0
1498 38807 413 7143
1499 38807 1383 4222
1500 52573 1232 3626
1501 38807 697 4200
1502 38807 724 9300
1503 0 0 0
1504 38807 112 3232
1505 23406 2080 3328
1506 38807 426 2023
1507 38807 622 2198
1508 52573 8 6478
1509 23406 902 1510
1510 23406 903 709
1511 38807 132 7349
1512 52573 1397 8898
1513 0 0 0
1514 23406 818 1515
1515 23406 819 5085
1516 38807 472 9080
1517 0 0 0
1518 52573 1198 1020
1519 0 0 0
1520 38807 718 6363
1521 0 0 0
1522 38807 673 7929
1523 0 0 0
1524 52573 1413 563
1525 23406 1533 786
1526 38807 548 6544
1527 23406 2043 580
1528 52573 756 1004
1529 0 0 0
1530 52573 1787 1242
1531 35852 1536 1532
1532 35852 1537 1533
1533 35852 1538 1534
1534 35852 1539 1535
1535 35852 1540 8400
1536 7400 61 410
1537 52573 356 5160
1538 52573 455 4900
1539 23406 1161 2500
1540 23406 529 1541
1541 23406 530 1542
1542 23406 531 1543
1543 23406 532 2690
1544 52573 1088 844
1545 23406 1220 1546
1546 23406 1221 1547
1547 23406 1222 7649
1548 52573 110 346
1549 7400 24 7285
1550 23406 1170 1551
1551 23406 1171 1552
1552 23406 1172 1553
1553 23406 1173 141
1554 38807 348 5302
1555 23406 1853 2871
1556 38807 907 5227
1557 0 0 0
1558 52573 598 7134
1559 0 0 0
1560 38807 777 6642
1561 23406 435 1562
1562 23406 436 1563
1563 23406 437 6248
1564 52573 847 12
1565 23406 1992 1007
1566 38807 239 9681
1567 23406 1198 1568
1568 23406 1199 9755
1569 54119 94 1570
1570 54119 95 1571
1571 54119 96 1572
1572 54119 97 1573
1573 54119 98 1574
1574 54119 99 1575
1575 54119 100 1576
1576 54119 101 1577
1577 54119 102 1578
1578 54119 103 1579
1579 54119 104 6318
1580 52573 1485 7700
1581 52573 843 9836
1582 52573 825 3432
1583 23406 1862 6481
1584 38807 1390 4616
1585 0 0 0
1586 23406 202 1587
1587 23406 203 1588
1588 23406 204 241
1589 35852 1741 1590
1590 35852 1742 1591
1591 35852 1743 1592
1592 35852 1744 1593
1593 35852 1745 4074
1594 52573 1555 4614
1595 23406 1976 509
1596 23406 825 1597
1597 23406 826 1598
1598 23406 827 4507
1599 52573 423 4422
1600 23406 1354 1601
1601 23406 1355 6336
1602 52573 981 5203
1603 0 0 0
1604 38807 139 4374
1605 23406 1280 1606
1606 23406 1281 1607
1607 23406 1282 9778
1608 52573 690 4667
1609 0 0 0
1610 52573 1373 4597
1611 23406 50 1612
1612 23406 51 863
1613 52573 1112 7154
1614 23406 768 1615
1615 23406 769 8818
1616 23406 549 1617
1617 23406 550 4987
1618 38807 535 192
1619 38807 1004 4687
1620 52573 931 5250
1621 0 0 0
1622 23406 517 1623
1623 23406 518 9395
1624 52573 1381 6534
1625 23406 1562 602
1626 52573 515 2616
1627 0 0 0
1628 52573 609 9424
1629 0 0 0
1630 38807 1386 3900
1631 23406 1362 1632
1632 23406 1363 2823
1633 7400 66 5180
1634 23406 1369 1635
1635 23406 1370 6786
1636 38807 1218 23
1637 23406 2028 3729
1638 52573 1308 622
1639 0 0 0
1640 52573 106 1374
1641 38807 759 1820
1642 23406 468 1643
1643 23406 469 3207
1644 38807 562 9218
1645 52573 124 7066
1646 52573 806 4469
1647 38807 23 3024
1648 38807 188 7688
1649 23406 1671 1650
1650 23406 1672 6141
1651 38807 637 2485
1652 23406 187 1653
1653 23406 188 3485
1654 52573 211 2694
1655 35852 566 1656
1656 35852 567 1657
1657 35852 568 1658
1658 35852 569 1659
1659 35852 570 1660
1660 35852 571 1661
1661 35852 572 1662
1662 35852 573 1663
1663 35852 574 1664
1664 35852 575 1986
1665 54119 280 1666
1666 54119 281 1667
1667 54119 282 1668
1668 54119 283 1669
1669 54119 284 1670
1670 54119 285 1671
1671 54119 286 1672
1672 54119 287 1673
1673 54119 288 1674
1674 54119 289 1675
1675 54119 290 1676
1676 54119 291 1677
1677 54119 292 1678
1678 54119 293 1679
1679 54119 294 1680
1680 54119 295 322
1681 52573 573 5288
1682 23406 823 1683
1683 23406 824 1596
1684 52573 231 7274
1685 0 0 0
1686 38807 216 9926
1687 0 0 0
1688 52573 563 2474
1689 0 0 0
1690 23406 573 1691
1691 23406 574 1692
1692 23406 575 1693
1693 23406 576 7175
1694 52573 1764 7628
1695 0 0 0
1696 38807 1438 9587
1697 38807 224 4388
1698 52573 1561 6946
1699 0 0 0
1700 38807 429 9696
1701 23406 1963 4313
1702 44000 25 7126
1703 23406 916 1704
1704 23406 917 1709
1705 52573 678 9058
1706 38807 596 9815
1707 0 0 0
1708 52573 246 7996
1709 23406 918 1710
1710 23406 919 1711
1711 23406 920 6098
1712 54119 221 1713
1713 54119 222 1714
1714 54119 223 1715
1715 54119 224 1716
1716 54119 225 1717
1717 54119 226 1718
1718 54119 227 1719
1719 54119 228 1720
1720 54119 229 1721
1721 54119 230 1722
1722 54119 231 1723
1723 54119 232 1724
1724 54119 233 1725
1725 54119 234 1726
1726 54119 235 1727
1727 54119 236 1728
1728 54119 237 1729
1729 54119 238 1730
1730 54119 239 1731
1731 54119 240 1732
1732 54119 241 1733
1733 54119 242 6574
1734 52573 881 3970
1735 0 0 0
1736 38807 1280 3133
1737 0 0 0
1738 38807 487 6182
1739 0 0 0
1740 52573 955 1908
1741 38807 681 4934
1742 35852 288 1743
1743 35852 289 1744
1744 35852 290 1745
1745 35852 291 1746
1746 35852 292 1747
1747 35852 293 1748
1748 35852 294 1749
1749 35852 295 1750
1750 35852 296 1751
1751 35852 297 806
1752 52573 1650 66
1753 38807 1233 4658
1754 38807 280 4633
1755 38807 1277 8389
1756 52573 1542 4492
1757 52573 1456 6256
1758 38807 1279 1736
1759 23406 1128 1760
1760 23406 1129 9385
1761 38807 572 5093
1762 35852 1056 1763
1763 35852 1057 1764
1764 35852 1058 1765
1765 35852 1059 4832
1766 52573 1117 4323
1767 38807 1425 1048
1768 52573 1256 5294
1769 23406 1288 1770
1770 23406 1289 1771
1771 23406 1290 7006
1772 52573 115 2100
1773 38807 290 722
1774 38807 92 7076
1775 23406 199 1776
1776 23406 200 1777
1777 23406 201 1586
1778 35852 444 1779
1779 35852 445 1780
1780 35852 446 1781
1781 35852 447 1782
1782 35852 448 1783
1783 35852 449 1784
1784 35852 450 1785
1785 35852 451 1786
1786 35852 452 1787
1787 35852 453 1788
1788 35852 454 1789
1789 35852 455 6731
1790 52573 22 347
1791 52573 367 1490
1792 38807 7 1170
1793 52573 76 6710
1794 23406 1793 2835
1795 38807 1208 4349
1796 35852 306 1797
1797 35852 307 1798
1798 35852 308 1799
1799 35852 309 1800
1800 35852 310 1801
1801 35852 311 1802
1802 35852 312 1803
1803 35852 313 1804
1804 35852 314 4511
1805 52573 1741 9482
1806 23406 1264 1807
1807 23406 1265 3299
1808 38807 226 7422
1809 23406 766 1810
1810 23406 767 1614
1811 38807 663 9622
1812 52573 1219 9918
1813 38807 261 513
1814 23406 1824 9961
1815 38807 686 8334
1816 38807 757 711
1817 0 0 0
1818 38807 955 6206
1819 52573 1162 7111
1820 38807 760 2960
1821 0 0 0
1822 52573 936 6675
1823 23406 1844 4005
1824 35852 1395 1825
1825 35852 1396 1826
1826 35852 1397 1827
1827 35852 1398 1828
1828 35852 1399 1829
1829 35852 1400 1830
1830 35852 1401 1831
1831 35852 1402 2262
1832 52573 1649 1752
1833 0 0 0
1834 23406 1712 145
1835 52573 193 3068
1836 52573 96 7366
1837 0 0 0
1838 52573 345 2902
1839 52573 332 3214
1840 52573 1617 9328
1841 52573 1423 225
1842 52573 57 4624
1843 23406 893 1844
1844 23406 894 1845
1845 23406 895 738
1846 52573 385 8931
1847 23406 1785 3793
1848 52573 1109 1176
1849 23406 625 1850
1850 23406 626 1851
1851 23406 627 2080
1852 28799 132 1853
1853 28799 133 1854
1854 28799 134 1855
1855 28799 135 3700
1856 52573 448 1156
1857 0 0 0
1858 38807 1084 4860
1859 0 0 0
1860 38807 1429 1031
1861 0 0 0
1862 52573 1478 8734
1863 52573 1094 1430
1864 52573 522 4392
1865 23406 1941 9537
1866 52573 7 1508
1867 0 0 0
1868 23406 799 1869
1869 23406 800 4279
1870 52573 1126 9171
1871 0 0 0
1872 52573 131 4734
1873 0 0 0
1874 38807 574 9168
1875 0 0 0
1876 38807 53 8884
1877 23406 1812 8011
1878 35852 1252 1879
1879 35852 1253 1880
1880 35852 1254 1881
1881 35852 1255 1882
1882 35852 1256 1883
1883 35852 1257 7112
1884 7400 20 9594
1885 23406 2072 6792
1886 35852 1178 1887
1887 35852 1179 1888
1888 35852 1180 1889
1889 35852 1181 1890
1890 35852 1182 1891
1891 35852 1183 1892
1892 35852 1184 1893
1893 35852 1185 1894
1894 35852 1186 1895
1895 35852 1187 1896
1896 35852 1188 1897
1897 35852 1189 1356
1898 52573 732 6626
1899 38807 728 7690
1900 35852 1696 1901
1901 35852 1697 1902
1902 35852 1698 1903
1903 35852 1699 3627
1904 52573 1682 7948
1905 38807 1196 4476
1906 23406 728 1907
1907 23406 729 9083
1908 52573 956 1956
1909 0 0 0
1910 38807 1240 3910
1911 0 0 0
1912 35852 150 1913
1913 35852 151 1914
1914 35852 152 1915
1915 35852 153 1916
1916 35852 154 1917
1917 35852 155 1918
1918 35852 156 1919
1919 35852 157 1920
1920 35852 158 1921
1921 35852 159 1922
1922 35852 160 1923
1923 35852 161 1924
1924 35852 162 1925
1925 35852 163 1926
1926 35852 164 566
1927 52573 580 1182
1928 38807 841 8579
1929 0 0 0
1930 38807 491 4844
1931 23406 1558 1932
1932 23406 1559 442
1933 38807 273 6935
1934 52573 799 8668
1935 38807 1121 493
1936 38807 721 2741
1937 0 0 0
1938 38807 949 803
1939 0 0 0
1940 52573 1187 6187
1941 38807 677 2850
1942 52573 1135 9496
1943 38807 1452 2221
1944 38807 136 7078
1945 0 0 0
1946 52573 849 1248
1947 0 0 0
1948 23406 543 1949
1949 23406 544 4124
1950 52573 303 6443
1951 0 0 0
1952 7400 63 3484
1953 0 0 0
1954 23406 1320 114
1955 52573 1358 6412
1956 52573 957 7732
1957 0 0 0
1958 38807 1228 3454
1959 38807 265 2237
1960 38807 676 1941
1961 52573 454 1538
1962 23406 983 1963
1963 23406 984 7181
1964 23406 447 1965
1965 23406 448 1966
1966 23406 449 1967
1967 23406 450 5028
1968 44000 24 1702
1969 0 0 0
1970 35852 394 1971
1971 35852 395 1972
1972 35852 396 1973
1973 35852 397 1974
1974 35852 398 1975
1975 35852 399 5127
1976 52573 1534 1403
1977 38807 727 1899
1978 23406 338 1979
1979 23406 339 1980
1980 23406 340 1981
1981 23406 341 2620
1982 38807 1366 3680
1983 0 0 0
1984 52573 991 9682
1985 0 0 0
1986 35852 576 1987
1987 35852 577 1988
1988 35852 578 1989
1989 35852 579 1990
1990 35852 580 1991
1991 35852 581 1992
1992 35852 582 1993
1993 35852 583 1994
1994 35852 584 1995
1995 35852 585 1996
1996 35852 586 1997
1997 35852 587 1998
1998 35852 588 1999
1999 35852 589 1199
2000 52573 1481 3753
2001 0 0 0
2002 38807 419 1055
2003 52573 570 8600
2004 52573 1202 8800
2005 28799 57 2006
2006 28799 58 2007
2007 28799 59 2008
2008 28799 60 2009
2009 28799 61 2010
2010 28799 62 2011
2011 28799 63 2012
2012 28799 64 2013
2013 28799 65 2014
2014 28799 66 2015
2015 28799 67 3694
2016 52573 919 6766
2017 0 0 0
2018 38807 587 2626
2019 38807 59 8359
2020 23406 1513 2021
2021 23406 1514 7200
2022 52573 79 7392
2023 38807 427 9356
2024 23406 700 2025
2025 23406 701 3425
2026 38807 197 20
2027 23406 1748 4575
2028 52573 344 1838
2029 0 0 0
2030 38807 297 7234
2031 7400 52 9613
2032 52573 559 6773
2033 0 0 0
2034 23406 282 2035
2035 23406 283 2036
2036 23406 284 2037
2037 23406 285 2038
2038 23406 286 2039
2039 23406 287 340
2040 52573 1388 3424
2041 0 0 0
2042 52573 719 4765
2043 44000 50 2515
2044 23406 866 2045
2045 23406 867 3943
2046 38807 699 3259
2047 0 0 0
2048 23406 1407 2652
2049 7400 107 4011
2050 35852 1419 2051
2051 35852 1420 2052
2052 35852 1421 2053
2053 35852 1422 2054
2054 35852 1423 2055
2055 35852 1424 2056
2056 35852 1425 2057
2057 35852 1426 2058
2058 35852 1427 2059
2059 35852 1428 2060
2060 35852 1429 4997
2061 52573 1161 1819
2062 38807 144 3996
2063 23406 1708 8681
2064 38807 1271 7254
2065 52573 520 7553
2066 38807 867 8715
2067 0 0 0
2068 38807 199 9638
2069 23406 2062 7701
2070 38807 223 1697
2071 52573 1610 6603
2072 23406 1029 2073
2073 23406 1030 2982
2074 7400 27 2294
2075 52573 1102 7961
2076 52573 34 3848
2077 52573 1724 1383
2078 52573 898 8378
2079 38807 524 9473
2080 23406 628 2081
2081 23406 629 2082
2082 23406 630 1379
2083 35852 688 2084
2084 35852 689 2085
2085 35852 690 2086
2086 35852 691 2087
2087 35852 692 2088
2088 35852 693 2089
2089 35852 694 2090
2090 35852 695 947
2091 52573 1659 402
2092 38807 903 2642
2093 35852 1385 2094
2094 35852 1386 2095
2095 35852 1387 2096
2096 35852 1388 2097
2097 35852 1389 4147
2098 52573 347 787
2099 38807 286 3502
2100 52573 116 1244
2101 0 0 0
2102 23406 1274 2103
2103 23406 1275 1353
2104 52573 1293 7846
2105 54119 192 2106
2106 54119 193 2107
2107 54119 194 2108
2108 54119 195 2109
2109 54119 196 2110
2110 54119 197 2111
2111 54119 198 2112
2112 54119 199 2113
2113 54119 200 2114
2114 54119 201 2115
2115 54119 202 2116
2116 54119 203 2117
2117 54119 204 2118
2118 54119 205 2119
2119 54119 206 2120
2120 54119 207 2121
2121 54119 208 2122
2122 54119 209 2123
2123 54119 210 2726
2124 52573 1063 1457
2125 0 0 0
2126 52573 46 9491
2127 38807 497 2654
2128 38807 624 9997
2129 38807 1127 6476
2130 52573 828 8690
2131 0 0 0
2132 23406 401 2133
2133 23406 402 2134
2134 23406 403 2135
2135 23406 404 8018
2136 52573 1661 4152
2137 0 0 0
2138 38807 1301 9567
2139 0 0 0
2140 38807 931 4300
2141 35852 389 2142
2142 35852 390 2143
2143 35852 391 2144
2144 35852 392 2145
2145 35852 393 1970
2146 52573 1298 1054
2147 0 0 0
2148 38807 811 15
2149 0 0 0
2150 38807 5 9020
2151 52573 166 9076
2152 23406 1466 2153
2153 23406 1467 7259
2154 52573 1334 4101
2155 23406 666 2156
2156 23406 667 2157
2157 23406 668 9718
2158 52573 159 2201
2159 35852 880 2160
2160 35852 881 2161
2161 35852 882 2162
2162 35852 883 2163
2163 35852 884 2164
2164 35852 885 2165
2165 35852 886 2166
2166 35852 887 2167
2167 35852 888 2794
2168 52573 989 2558
2169 38807 1436 6947
2170 23406 568 2171
2171 23406 569 2172
2172 23406 570 3666
2173 52573 1249 3592
2174 23406 1036 2175
2175 23406 1037 5304
2176 38807 693 9783
2177 23406 1904 4849
2178 52573 978 1350
2179 38807 455 9447
2180 38807 122 3802
2181 23406 589 2182
2182 23406 590 2183
2183 23406 591 9963
2184 38807 152 6524
2185 35852 176 2186
2186 35852 177 2187
2187 35852 178 2188
2188 35852 179 2189
2189 35852 180 2190
2190 35852 181 2191
2191 35852 182 2192
2192 35852 183 2193
2193 35852 184 8582
2194 52573 81 1074
2195 0 0 0
2196 23406 583 2197
2197 23406 584 4412
2198 38807 623 2128
2199 38807 52 1876
2200 38807 192 5013
2201 52573 160 854
2202 52573 706 8382
2203 52573 495 6730
2204 28799 11 2205
2205 28799 12 2206
2206 28799 13 2207
2207 28799 14 2208
2208 28799 15 6284
2209 52573 1756 6265
2210 52573 805 1646
2211 52573 327 9317
2212 38807 1424 1767
2213 0 0 0
2214 52573 354 9476
2215 0 0 0
2216 23406 57 2217
2217 23406 58 3066
2218 52573 1242 9568
2219 23406 1272 2220
2220 23406 1273 2102
2221 38807 1453 5112
2222 38807 451 1052
2223 38807 73 269
2224 52573 1345 4735
2225 23406 1848 4285
2226 38807 1447 8539
2227 52573 833 3565
2228 0 0 0
2229 52573 711 1472
2230 38807 127 9452
2231 0 0 0
2232 52573 40 8772
2233 0 0 0
2234 52573 1514 5124
2235 0 0 0
2236 38807 154 675
2237 38807 266 9824
2238 7400 133 6094
2239 23406 1740 7775
2240 38807 79 1271
2241 0 0 0
2242 52573 857 4556
2243 23406 1760 203
2244 35852 811 2245
2245 35852 812 2246
2246 35852 813 2247
2247 35852 814 2248
2248 35852 815 2249
2249 35852 816 2250
2250 35852 817 2251
2251 35852 818 2252
2252 35852 819 2253
2253 35852 820 2254
2254 35852 821 2255
2255 35852 822 3654
2256 52573 1740 1805
2257 23406 1108 2258
2258 23406 1109 3956
2259 38807 994 1077
2260 52573 1260 9079
2261 23406 1975 1595
2262 35852 1403 2263
2263 35852 1404 2264
2264 35852 1405 2265
2265 35852 1406 2266
2266 35852 1407 2267
2267 35852 1408 2268
2268 35852 1409 2269
2269 35852 1410 2270
2270 35852 1411 2271
2271 35852 1412 6972
2272 52573 322 9024
2273 23406 1646 2274
2274 23406 1647 3743
2275 52573 1528 9197
2276 0 0 0
2277 38807 1062 9599
2278 52573 326 2211
2279 0 0 0
2280 38807 105 5090
2281 7400 85 9634
2282 38807 735 516
2283 23406 1425 2284
2284 23406 1426 9691
2285 52573 1366 7474
2286 52573 468 1301
2287 23406 1521 2288
2288 23406 1522 2289
2289 23406 1523 2791
2290 52573 742 7566
2291 23406 1788 6565
2292 7400 90 2353
2293 44000 47 8316
2294 7400 28 6526
2295 23406 1086 2296
2296 23406 1087 2297
2297 23406 1088 2811
2298 38807 1343 713
2299 0 0 0
2300 44000 22 3349
2301 52573 1411 3522
2302 23406 1776 741
2303 38807 61 6537
2304 38807 952 4629
2305 0 0 0
2306 38807 780 7209
2307 52573 827 2130
2308 38807 1250 6268
2309 38807 685 1815
2310 38807 1265 7672
2311 0 0 0
2312 38807 765 3550
2313 52573 569 2003
2314 23406 1077 2315
2315 23406 1078 3452
2316 38807 805 3570
2317 23406 1299 2318
2318 23406 1300 7481
2319 38807 48 6208
2320 35852 1234 2321
2321 35852 1235 2322
2322 35852 1236 2323
2323 35852 1237 2324
2324 35852 1238 2325
2325 35852 1239 2326
2326 35852 1240 2327
2327 35852 1241 6223
2328 52573 413 7652
2329 0 0 0
2330 38807 1143 3101
2331 35852 1454 2332
2332 35852 1455 2333
2333 35852 1456 2334
2334 35852 1457 2335
2335 35852 1458 2336
2336 35852 1459 2337
2337 35852 1460 2338
2338 35852 1461 2339
2339 35852 1462 2340
2340 35852 1463 2341
2341 35852 1464 2342
2342 35852 1465 6916
2343 52573 1644 7272
2344 52573 180 292
2345 0 0 0
2346 23406 678 2347
2347 23406 679 6702
2348 28799 152 2349
2349 28799 153 2350
2350 28799 154 2351
2351 28799 155 8858
2352 52573 546 7867
2353 7400 91 4225
2354 38807 55 7538
2355 0 0 0
2356 38807 412 1498
2357 0 0 0
2358 52573 588 7906
2359 0 0 0
2360 52573 1040 215
2361 0 0 0
2362 23406 1141 2363
2363 23406 1142 8345
2364 38807 324 8396
2365 0 0 0
2366 38807 1108 873
2367 52573 1053 9811
2368 0 0 0
2369 52573 1734 5167
2370 38807 10 7287
2371 52573 1703 1434
2372 52573 397 8685
2373 0 0 0
2374 38807 611 8763
2375 0 0 0
2376 38807 277 9591
2377 0 0 0
2378 52573 362 3166
2379 52573 429 2628
2380 23406 1412 2381
2381 23406 1413 8520
2382 52573 1631 76
2383 0 0 0
2384 38807 1276 1755
2385 0 0 0
2386 52573 209 1484
2387 52573 206 6196
2388 52573 172 3462
2389 0 0 0
2390 38807 507 6771
2391 23406 1675 7736
2392 23406 365 2393
2393 23406 366 2394
2394 23406 367 2395
2395 23406 368 7186
2396 38807 249 8052
2397 44000 38 393
2398 38807 321 7912
2399 23406 1927 8069
2400 52573 1641 6881
2401 0 0 0
2402 52573 660 9904
2403 38807 477 9441
2404 23406 774 2405
2405 23406 775 9270
2406 7400 40 7122
2407 52573 268 553
2408 23406 1234 2409
2409 23406 1235 4761
2410 52573 89 2894
2411 52573 1207 1114
2412 38807 542 6296
2413 38807 1451 1943
2414 52573 1005 561
2415 35852 1691 2416
2416 35852 1692 2417
2417 35852 1693 2418
2418 35852 1694 2419
2419 35852 1695 1900
2420 54119 46 2421
2421 54119 47 2422
2422 54119 48 2423
2423 54119 49 2424
2424 54119 50 2425
