50000 1000
645 46483 38 646
646 46483 39 647
647 46483 40 648
648 46483 41 649
649 46483 42 650
650 46483 43 651
651 46483 44 47662
652 31692 19 17905
653 51186 55 28145
654 23472 38 41721
655 35728 30 14075
656 19877 52 22569
657 20626 51 18844
658 33697 37 659
659 33697 38 45501
660 49735 51 38624
661 56217 2 10823
662 24063 21 16266
663 0 0 0
664 32093 3 2222
665 8540 20 12622
666 23472 10 42596
667 0 0 0
668 575 17 21417
669 42643 41 670
670 42643 42 6819
671 58360 1 25380
672 14920 21 11624
673 13117 48 40894
674 36265 20 6010
675 11608 1 47504
676 6414 34 30639
677 4131 42 46257
678 10482 17 3566
679 0 0 0
680 58876 9 681
681 58876 10 682
682 58876 11 683
683 58876 12 684
684 58876 13 47819
685 52126 23 30576
686 3790 44 37607
687 40787 12 9534
688 41364 84 10640
689 3789 11 23992
690 13117 14 11788
691 6678 61 27914
692 32779 52 18828
693 0 0 0
694 1592 3 695
695 1592 4 45758
696 45962 3 9536
697 4228 65 6079
698 2895 37 19312
699 59972 48 41771
700 61990 51 18699
701 28860 75 1
702 16736 10 1
703 34380 44 19379
704 25393 1 44104
705 43652 33 22971
706 61990 26 47098
707 2895 69 30662
708 31921 23 709
709 31921 24 23445
710 32779 34 41676
711 26960 30 11994
712 41485 10 713
713 41485 11 1
714 46552 11 26544
715 28621 56 32404
716 21873 14 14929
717 47558 57 43652
718 26286 80 34368
719 6430 65 10493
720 26767 51 22087
721 14541 42 1315
722 29420 25 38440
723 0 0 0
724 51923 37 725
725 51923 38 726
726 51923 39 727
727 51923 40 728
728 51923 41 34158
729 59130 3 44968
730 24986 21 731
731 24986 22 8421
732 23984 38 733
733 23984 39 734
734 23984 40 735
735 23984 41 736
736 23984 42 737
737 23984 43 738
738 23984 44 739
739 23984 45 740
740 23984 46 741
741 23984 47 742
742 23984 48 743
743 23984 49 744
744 23984 50 745
745 23984 51 746
746 23984 52 747
747 23984 53 748
748 23984 54 749
749 23984 55 750
750 23984 56 751
751 23984 57 752
752 23984 58 753
753 23984 59 754
754 23984 60 755
755 23984 61 756
756 23984 62 757
757 23984 63 1
758 22680 6 3036
759 21194 29 38923
760 49080 11 7446
761 16979 22 41706
762 26809 6 6682
763 34380 47 12811
764 56096 12 21938
765 59258 40 15227
766 16190 62 12346
767 17659 6 20507
768 59239 11 769
769 59239 12 770
770 59239 13 771
771 59239 14 22240
772 28751 6 5210
773 29687 12 49010
774 59359 25 775
775 59359 26 776
776 59359 27 777
777 59359 28 778
778 59359 29 779
779 59359 30 780
780 59359 31 781
781 59359 32 13370
782 6678 82 32416
783 29923 1 46315
784 50840 12 785
785 50840 13 786
786 50840 14 787
787 50840 15 788
788 50840 16 789
789 50840 17 790
790 50840 18 791
791 50840 19 43611
792 48769 14 24408
793 63215 62 15671
794 11306 44 22348
795 35728 45 49649
796 40625 6 17974
797 7193 42 41697
798 29687 23 13002
799 0 0 0
800 37013 8 801
801 37013 9 6826
802 58688 62 38330
803 39453 69 41554
804 61990 20 37178
805 48845 9 806
806 48845 10 49019
807 25057 17 48945
808 3588 2 43068
809 32893 11 810
810 32893 12 811
811 32893 13 812
812 32893 14 813
813 32893 15 814
814 32893 16 815
815 32893 17 816
816 32893 18 817
817 32893 19 818
818 32893 20 819
819 32893 21 820
820 32893 22 821
821 32893 23 822
822 32893 24 823
823 32893 25 824
824 32893 26 825
825 32893 27 48842
826 60672 3 26552
827 3122 34 14207
828 8627 53 26431
829 30699 1 24505
830 10382 32 45946
831 42579 14 45985
832 4739 54 22390
833 11991 5 4242
834 53364 61 25005
835 34404 39 8615
836 14971 49 1863
837 43917 78 16398
838 13033 17 35549
839 61376 18 11197
840 7956 30 32644
841 26286 92 46898
842 6678 78 17275
843 16266 6 35339
844 28621 47 14881
845 65447 61 846
846 65447 62 21055
847 5117 39 1254
848 18903 20 1
849 21098 77 33576
850 53379 1 851
851 53379 2 852
852 53379 3 853
853 53379 4 854
854 53379 5 855
855 53379 6 856
856 53379 7 857
857 53379 8 858
858 53379 9 859
859 53379 10 860
860 53379 11 861
861 53379 12 862
862 53379 13 863
863 53379 14 864
864 53379 15 865
865 53379 16 866
866 53379 17 867
867 53379 18 868
868 53379 19 869
869 53379 20 48716
870 49353 82 2448
871 35414 40 22256
872 34739 18 40111
873 48956 26 30946
874 42356 44 15414
875 398 38 30677
876 48803 15 18085
877 59972 33 29218
878 8436 67 42196
879 42030 40 41843
880 28971 39 881
881 28971 40 41284
882 3789 24 5656
883 15031 1 884
884 15031 2 885
885 15031 3 20079
886 26809 43 37816
887 0 0 0
888 62410 2 31232
889 0 0 0
890 29915 52 35446
891 49159 47 4703
892 7347 1 32280
893 33583 26 894
894 33583 27 895
895 33583 28 40692
896 36838 26 41416
897 18697 78 26470
898 2182 42 40588
899 27159 26 35092
900 38269 36 901
901 38269 37 26449
902 42723 29 2886
903 64892 68 1
904 52640 24 22886
905 41682 21 38911
906 50271 25 39540
907 46814 72 3145
908 4127 1 1
909 0 0 0
910 10980 3 48548
911 60739 28 32837
912 41242 47 45472
913 39453 35 19711
914 45510 11 915
915 45510 12 916
916 45510 13 16394
917 31093 36 48830
918 49159 31 22047
919 34739 47 5301
920 14971 60 2784
921 14346 16 922
922 14346 17 923
923 14346 18 924
924 14346 19 925
925 14346 20 926
926 14346 21 927
927 14346 22 1
928 39532 58 36714
929 0 0 0
930 11611 46 27633
931 0 0 0
932 29504 8 20863
933 0 0 0
934 58937 23 46580
935 16266 33 6626
936 59112 18 39416
937 19001 7 9378
938 29295 46 30893
939 33210 6 37187
940 45366 5 9335
941 29915 57 30821
942 6414 46 28305
943 62410 45 15058
944 62410 56 48082
945 51467 35 946
946 51467 36 31948
947 33428 45 24392
948 59130 55 29886
949 4228 40 14943
950 55153 1 17486
951 6414 42 8500
952 64158 72 26263
953 48845 1 954
954 48845 2 8501
955 60250 1 956
956 60250 2 957
957 60250 3 958
958 60250 4 959
959 60250 5 960
960 60250 6 961
961 60250 7 962
962 60250 8 963
963 60250 9 964
964 60250 10 965
965 60250 11 966
966 60250 12 967
967 60250 13 968
968 60250 14 969
969 60250 15 970
970 60250 16 971
971 60250 17 972
972 60250 18 973
973 60250 19 974
974 60250 20 975
975 60250 21 976
976 60250 22 977
977 60250 23 978
978 60250 24 979
979 60250 25 1
980 47558 17 18203
981 15692 68 40778
982 16190 5 37618
983 25393 77 7940
984 29001 72 26448
985 19984 14 7193
986 20377 1 987
987 20377 2 988
988 20377 3 989
989 20377 4 990
990 20377 5 991
991 20377 6 992
992 20377 7 993
993 20377 8 994
994 20377 9 995
995 20377 10 996
996 20377 11 997
997 20377 12 998
998 20377 13 999
999 20377 14 43890
1000 29504 30 7358
1001 0 0 0
1002 2895 61 42474
1003 34492 6 1004
1004 34492 7 11833
1005 40445 12 16408
1006 56498 47 33160
1007 0 0 0
1008 32093 89 22832
1009 65447 38 1743
1010 61338 42 1011
1011 61338 43 1012
1012 61338 44 1013
1013 61338 45 1014
1014 61338 46 12611
1015 2182 35 25308
1016 41242 28 4427
1017 0 0 0
1018 34484 18 41306
1019 39579 25 37544
1020 3789 9 34166
1021 23959 21 37950
1022 28621 41 15604
1023 61376 17 839
1024 42195 78 33886
1025 49472 89 42007
1026 35728 18 36697
1027 62996 24 1479
1028 59359 13 1029
1029 59359 14 1030
1030 59359 15 1031
1031 59359 16 1032
1032 59359 17 1033
1033 59359 18 1034
1034 59359 19 1035
1035 59359 20 1036
1036 59359 21 1037
1037 59359 22 1038
1038 59359 23 1039
1039 59359 24 774
1040 11514 26 42979
1041 22927 50 7759
1042 46011 14 44277
1043 324 35 1
1044 58986 1 1045
1045 58986 2 1046
1046 58986 3 1047
1047 58986 4 1048
1048 58986 5 1049
1049 58986 6 1050
1050 58986 7 1051
1051 58986 8 1052
1052 58986 9 1053
1053 58986 10 1054
1054 58986 11 1055
1055 58986 12 1056
1056 58986 13 1057
1057 58986 14 1058
1058 58986 15 1059
1059 58986 16 1060
1060 58986 17 1061
1061 58986 18 1062
1062 58986 19 1063
1063 58986 20 1064
1064 58986 21 1065
1065 58986 22 1066
1066 58986 23 1067
1067 58986 24 1068
1068 58986 25 1069
1069 58986 26 1070
1070 58986 27 1071
1071 58986 28 1072
1072 58986 29 1073
1073 58986 30 1074
1074 58986 31 1075
1075 58986 32 1076
1076 58986 33 1077
1077 58986 34 1078
1078 58986 35 1079
1079 58986 36 1080
1080 58986 37 1081
1081 58986 38 1082
1082 58986 39 1083
1083 58986 40 1084
1084 58986 41 1085
1085 58986 42 1086
1086 58986 43 1087
1087 58986 44 1088
1088 58986 45 1089
1089 58986 46 1090
1090 58986 47 1091
1091 58986 48 1
1092 3937 47 1093
1093 3937 48 1094
1094 3937 49 1095
1095 3937 50 1096
1096 3937 51 1097
1097 3937 52 1098
1098 3937 53 1099
1099 3937 54 1100
1100 3937 55 1101
1101 3937 56 1102
1102 3937 57 1103
1103 3937 58 1104
1104 3937 59 5310
1105 46471 76 29246
1106 28285 61 27881
1107 29295 4 1108
1108 29295 5 15971
1109 23210 60 1110
1110 23210 61 1
1111 27465 1 1112
1112 27465 2 26216
1113 50390 58 46679
1114 30370 23 1115
1115 30370 24 1116
1116 30370 25 1117
1117 30370 26 1118
1118 30370 27 1119
1119 30370 28 1120
1120 30370 29 1121
1121 30370 30 13849
1122 53041 16 18901
1123 0 0 0
1124 52038 10 28137
1125 22223 64 1126
1126 22223 65 32939
1127 53746 34 16153
1128 4739 5 4511
1129 62123 1 48495
1130 53746 42 23655
1131 0 0 0
1132 38826 22 21784
1133 0 0 0
1134 1749 1 27226
1135 61735 72 33339
1136 45962 50 1
1137 28860 70 38197
1138 53746 2 46010
1139 25251 7 7782
1140 57049 41 1141
1141 57049 42 1142
1142 57049 43 1143
1143 57049 44 1144
1144 57049 45 1145
1145 57049 46 1146
1146 57049 47 1147
1147 57049 48 1148
1148 57049 49 1149
1149 57049 50 1150
1150 57049 51 1151
1151 57049 52 1152
1152 57049 53 1153
1153 57049 54 1154
1154 57049 55 1155
1155 57049 56 1156
1156 57049 57 1157
1157 57049 58 18072
1158 27165 34 49460
1159 4228 22 47208
1160 43056 14 15000
1161 14173 14 7992
1162 2895 17 2350
1163 0 0 0
1164 4231 64 1165
1165 4231 65 1166
1166 4231 66 1167
1167 4231 67 49781
1168 17087 55 7428
1169 5117 60 34055
1170 32614 6 1171
1171 32614 7 47965
1172 16885 77 5620
1173 7086 61 1174
1174 7086 62 1175
1175 7086 63 1
1176 11365 19 40245
1177 14971 59 920
1178 28751 20 49025
1179 18697 11 6563
1180 64800 19 2912
1181 39288 71 37932
1182 3067 29 48064
1183 41242 34 6994
1184 32614 45 1185
1185 32614 46 1186
1186 32614 47 1187
1187 32614 48 49080
1188 847 9 1189
1189 847 10 1190
1190 847 11 1191
1191 847 12 1192
1192 847 13 1193
1193 847 14 1194
1194 847 15 1195
1195 847 16 1196
1196 847 17 1197
1197 847 18 1198
1198 847 19 1199
1199 847 20 46610
1200 32116 77 16618
1201 43503 5 44256
1202 29693 39 1203
1203 29693 40 35383
1204 47558 53 45506
1205 9535 64 22027
1206 52640 6 37152
1207 49304 55 32893
1208 64892 29 23793
1209 16190 66 46604
1210 30764 21 37274
1211 0 0 0
1212 6982 25 29930
1213 533 49 25482
1214 26286 56 33533
1215 4698 37 1216
1216 4698 38 1217
1217 4698 39 13304
1218 64800 44 4622
1219 19702 61 6002
1220 27968 44 24719
1221 22409 77 12910
1222 53746 24 20504
1223 34739 57 10269
1224 49080 33 13126
1225 0 0 0
1226 21785 43 23252
1227 63798 44 26961
1228 21908 60 47943
1229 4023 29 10485
1230 49353 88 16386
1231 21316 38 29915
1232 35288 34 23657
1233 14173 10 15025
1234 58647 30 9320
1235 63889 9 1236
1236 63889 10 12853
1237 42723 34 1
1238 48210 31 40861
1239 38839 13 22712
1240 35414 5 21836
1241 0 0 0
1242 8436 5 12923
1243 28621 21 21698
1244 17659 26 1245
1245 17659 27 22705
1246 53969 9 45164
1247 42030 18 27029
1248 59258 51 291
1249 47346 18 1250
1250 47346 19 1251
1251 47346 20 15174
1252 47573 25 2306
1253 52104 2 24675
1254 5117 40 40029
1255 0 0 0
1256 48948 22 31145
1257 28285 83 23663
1258 49735 2 45939
1259 23273 31 41653
1260 7184 70 22703
1261 34739 8 34385
1262 24547 61 29222
1263 23273 42 38781
1264 16190 34 16717
1265 34739 43 36559
1266 44582 42 5872
1267 50941 35 39197
1268 62989 38 31628
1269 0 0 0
1270 34774 27 27937
1271 0 0 0
1272 27551 49 29062
1273 0 0 0
1274 28285 21 28135
1275 2412 4 49663
1276 12628 19 49274
1277 39453 68 803
1278 64892 37 23920
1279 32136 5 33369
1280 57907 6 17716
1281 0 0 0
1282 8939 67 1283
1283 8939 68 1284
1284 8939 69 1285
1285 8939 70 1286
1286 8939 71 1287
1287 8939 72 1288
1288 8939 73 1289
1289 8939 74 1290
1290 8939 75 1291
1291 8939 76 1292
1292 8939 77 1293
1293 8939 78 44212
1294 46066 7 17080
1295 34380 19 41030
1296 34774 33 27520
1297 2182 37 22848
1298 28285 16 29913
1299 62155 9 3696
1300 29693 18 1301
1301 29693 19 40473
1302 53041 50 26634
1303 49304 84 12903
1304 51329 24 1305
1305 51329 25 29344
1306 4023 10 15633
1307 0 0 0
1308 43503 13 49166
1309 62155 73 1
1310 24547 34 10282
1311 35414 86 24507
1312 52853 37 32878
1313 34739 23 26279
1314 28285 67 44949
1315 14541 43 36297
1316 19292 66 8126
1317 57595 39 39136
1318 4527 43 1319
1319 4527 44 1320
1320 4527 45 1321
1321 4527 46 1322
1322 4527 47 1323
1323 4527 48 1324
1324 4527 49 1325
1325 4527 50 1326
1326 4527 51 1327
1327 4527 52 1
1328 40599 30 26630
1329 7549 20 1330
1330 7549 21 1331
1331 7549 22 21914
1332 11514 34 8268
1333 7282 40 12940
1334 11608 44 32961
1335 46606 26 39558
1336 57894 22 1337
1337 57894 23 1338
1338 57894 24 1339
1339 57894 25 1340
1340 57894 26 1341
1341 57894 27 26574
1342 16436 36 29912
1343 29915 19 20218
1344 53276 36 32265
1345 0 0 0
1346 22927 37 2248
1347 7383 99 1348
1348 7383 100 37122
1349 50610 6 3694
1350 32116 41 30080
1351 0 0 0
1352 53746 9 45865
1353 32136 4 1279
1354 55305 53 1355
1355 55305 54 1356
1356 55305 55 1357
1357 55305 56 1358
1358 55305 57 1359
1359 55305 58 1360
1360 55305 59 1361
1361 55305 60 1362
1362 55305 61 5816
1363 62989 56 17780
1364 52978 62 8105
1365 0 0 0
1366 32093 18 16182
1367 36790 8 27303
1368 42341 16 19990
1369 50580 35 4461
1370 26809 47 11535
1371 47590 77 1372
1372 47590 78 19074
1373 11932 50 1374
1374 11932 51 1375
1375 11932 52 1376
1376 11932 53 1377
1377 11932 54 1378
1378 11932 55 1379
1379 11932 56 1380
1380 11932 57 1381
1381 11932 58 1382
1382 11932 59 1383
1383 11932 60 1384
1384 11932 61 1385
1385 11932 62 1386
1386 11932 63 1387
1387 11932 64 1388
1388 11932 65 1389
1389 11932 66 1390
1390 11932 67 1391
1391 11932 68 1392
1392 11932 69 1393
1393 11932 70 1394
1394 11932 71 1395
1395 11932 72 1396
1396 11932 73 1397
1397 11932 74 1398
1398 11932 75 1399
1399 11932 76 1400
1400 11932 77 1401
1401 11932 78 1402
1402 11932 79 1403
1403 11932 80 1404
1404 11932 81 1405
1405 11932 82 1406
1406 11932 83 1407
1407 11932 84 1408
1408 11932 85 1409
1409 11932 86 1
1410 5617 13 1411
1411 5617 14 30240
1412 41364 54 33164
1413 0 0 0
1414 23472 63 24430
1415 183 20 47827
1416 26809 15 38179
1417 59763 16 49553
1418 25251 31 27756
1419 34739 29 9625
1420 59170 25 1421
1421 59170 26 1
1422 65003 52 35292
1423 7354 16 13015
1424 8540 12 27151
1425 28860 67 1426
1426 28860 68 44549
1427 35414 16 38656
1428 4504 53 1
1429 63215 12 12641
1430 6414 44 18347
1431 0 0 0
1432 6856 8 1433
1433 6856 9 26746
1434 3790 57 32011
1435 39532 67 5474
1436 682 21 1437
1437 682 22 10533
1438 29542 36 28202
1439 64007 34 1440
1440 64007 35 1441
1441 64007 36 14188
1442 14971 16 14812
1443 0 0 0
1444 30492 1 1445
1445 30492 2 1446
1446 30492 3 1447
1447 30492 4 1448
1448 30492 5 1449
1449 30492 6 41330
1450 4174 67 35360
1451 18153 61 1452
1452 18153 62 1453
1453 18153 63 1454
1454 18153 64 1455
1455 18153 65 14532
1456 16436 65 44090
1457 0 0 0
1458 45366 26 34324
1459 35510 28 6281
1460 53041 52 5839
1461 44582 26 38720
1462 16571 20 22110
1463 62996 45 29081
1464 45510 61 1465
1465 45510 62 1466
1466 45510 63 23440
1467 50083 37 1468
1468 50083 38 1469
1469 50083 39 1470
1470 50083 40 1471
1471 50083 41 9809
1472 10026 12 3809
1473 44582 16 7600
1474 27842 45 11664
1475 36265 62 49787
1476 34484 16 34600
1477 4228 20 44381
1478 12978 34 49183
1479 62996 25 23246
1480 23442 60 32202
1481 0 0 0
1482 3413 57 13937
1483 0 0 0
1484 36265 74 49795
1485 55865 53 1486
1486 55865 54 1487
1487 55865 55 1488
1488 55865 56 1489
1489 55865 57 1490
1490 55865 58 43340
1491 2963 25 1492
1492 2963 26 1493
1493 2963 27 1494
1494 2963 28 1495
1495 2963 29 1496
1496 2963 30 40526
1497 39878 4 13904
1498 22409 64 26860
1499 0 0 0
1500 53041 19 29985
1501 64961 48 8545
1502 27968 6 41610
1503 35780 56 42707
1504 39532 76 36646
1505 11306 31 23893
1506 64800 13 36320
1507 0 0 0
1508 59515 23 1509
1509 59515 24 47121
1510 42195 41 3374
1511 57453 10 40806
1512 11219 87 1513
1513 11219 88 42256
1514 39878 54 34126
1515 35218 14 1516
1516 35218 15 415
1517 43503 27 30228
1518 13117 61 36801
1519 21316 9 24873
1520 5829 1 1521
1521 5829 2 1522
1522 5829 3 1523
1523 5829 4 1524
1524 5829 5 1525
1525 5829 6 1526
1526 5829 7 1527
1527 5829 8 1528
1528 5829 9 1529
1529 5829 10 1530
1530 5829 11 1531
1531 5829 12 1
1532 1926 1 23918
1533 25842 35 1534
1534 25842 36 16670
1535 18470 53 14172
1536 4739 49 14099
1537 60048 26 1
1538 48071 50 25108
1539 59130 45 26332
1540 27968 11 31587
1541 31253 55 1542
1542 31253 56 1543
1543 31253 57 1544
1544 31253 58 1545
1545 31253 59 14836
1546 40787 28 43352
1547 398 46 4542
1548 65003 14 36351
1549 49735 63 42849
1550 33697 35 1551
1551 33697 36 658
1552 62410 44 943
1553 9535 15 22975
1554 2182 56 34925
1555 27968 28 49571
1556 0 0 0
1557 15773 22 30443
1558 22927 66 48564
1559 8627 72 49278
1560 25008 21 34696
1561 17015 24 45334
1562 11774 17 19004
1563 0 0 0
1564 32093 65 39490
1565 999 32 42892
1566 49472 79 42318
1567 17015 17 28226
1568 41682 48 39170
1569 21755 14 40467
1570 39579 3 1571
1571 39579 4 29520
1572 324 15 47873
1573 7282 27 8958
1574 44582 24 11024
1575 2871 1 19924
1576 21098 6 18924
1577 37557 74 30731
1578 41682 47 1568
1579 4228 50 27053
1580 31936 31 1581
1581 31936 32 1582
1582 31936 33 1583
1583 31936 34 25374
1584 34404 76 1619
1585 48948 17 17589
1586 33428 9 39866
1587 42030 39 879
1588 32776 25 4355
1589 28971 12 1590
1590 28971 13 1591
1591 28971 14 1592
1592 28971 15 1593
1593 28971 16 1594
1594 28971 17 1595
1595 28971 18 37399
1596 14541 23 19405
1597 40445 22 40192
1598 7026 28 20265
1599 47070 2 15558
1600 19877 56 47600
1601 45739 17 17236
1602 48769 32 10153
1603 34774 26 1270
1604 57730 24 16852
1605 40850 65 33851
1606 46606 12 26272
1607 0 0 0
1608 39288 13 6295
1609 60672 15 33337
1610 57595 53 8728
1611 16885 33 402
1612 62410 5 11529
1613 2412 1 24965
1614 16436 30 13291
1615 17953 17 36729
1616 14843 17 16142
1617 34380 37 36975
1618 9910 35 34662
1619 34404 77 11918
1620 19970 33 15612
1621 46814 32 4213
1622 53746 48 35385
1623 19984 33 24373
1624 2182 66 10532
1625 59972 58 24535
1626 52038 16 7116
1627 26809 5 762
1628 6414 56 42465
1629 36629 57 18659
1630 7649 1 1631
1631 7649 2 1632
1632 7649 3 1633
1633 7649 4 1634
1634 7649 5 1635
1635 7649 6 1636
1636 7649 7 1637
1637 7649 8 1638
1638 7649 9 1
1639 42991 10 1640
1640 42991 11 1641
1641 42991 12 1642
1642 42991 13 30593
1643 39288 46 20447
1644 19292 54 28774
1645 54132 30 3188
1646 34492 1 1647
1647 34492 2 40463
1648 17871 37 23971
1649 12121 8 42801
1650 29001 49 21547
1651 34739 66 33007
1652 64961 54 38133
1653 53347 58 8284
1654 61909 58 1655
1655 61909 59 1656
1656 61909 60 1657
1657 61909 61 1658
1658 61909 62 1659
1659 61909 63 1660
1660 61909 64 1661
1661 61909 65 1662
1662 61909 66 1663
1663 61909 67 48678
1664 46471 45 44013
1665 39453 30 24497
1666 58362 24 27737
1667 46814 40 11242
1668 18470 41 26156
1669 0 0 0
1670 63530 1 1671
1671 63530 2 1672
1672 63530 3 1673
1673 63530 4 1674
1674 63530 5 1675
1675 63530 6 1676
1676 63530 7 1677
1677 63530 8 1678
1678 63530 9 1679
1679 63530 10 1680
1680 63530 11 1
1681 0 0 0
1682 40850 27 3147
1683 39878 3 1497
1684 58375 7 29090
1685 32776 30 41882
1686 24063 5 4536
1687 1753 5 1688
1688 1753 6 10328
1689 50841 44 1690
1690 50841 45 1691
1691 50841 46 37577
1692 61018 46 40243
1693 0 0 0
1694 2182 1 4226
1695 0 0 0
1696 41575 64 1697
1697 41575 65 1
1698 26286 34 20609
1699 7579 4 46791
1700 6982 16 30962
1701 58688 42 11844
1702 35414 55 39602
1703 0 0 0
1704 29768 46 1705
1705 29768 47 1706
1706 29768 48 1707
1707 29768 49 1708
1708 29768 50 1709
1709 29768 51 1710
1710 29768 52 1711
1711 29768 53 1712
1712 29768 54 1713
1713 29768 55 1714
1714 29768 56 1715
1715 29768 57 1716
1716 29768 58 1717
1717 29768 59 1718
1718 29768 60 1719
1719 29768 61 1720
1720 29768 62 1721
1721 29768 63 1722
1722 29768 64 1723
1723 29768 65 1724
1724 29768 66 1725
1725 29768 67 44486
1726 31692 1 48884
1727 0 0 0
1728 324 8 41559
1729 0 0 0
1730 25393 83 12401
1731 0 0 0
1732 48210 20 2377
1733 19551 70 45387
1734 6856 42 1735
1735 6856 43 1736
1736 6856 44 1737
1737 6856 45 41637
